Id,Title,Original Title,Original Language,Overview,Revenue,Budget,Runtime,Release Date,Vote Average,Vote Count,Genres,Production Companies,Production Countries,Spoken Languages,Director,Stars
38050,The Adjustment Bureau,The Adjustment Bureau,en,"Một người đàn ông nhìn thoáng qua tương lai mà Số phận đã sắp đặt cho anh ta – và chọn chiến đấu cho số phận của chính mình. Chiến đấu với Cục Điều chỉnh đầy quyền lực khắp, dưới và xuyên qua các đường phố của New York, anh mạo hiểm sự vĩ đại định mệnh của mình để ở bên người phụ nữ duy nhất anh từng yêu.",127900000.0,50200000.0,106,2011-03-03,6.7,4332,"['Science Fiction', 'Thriller', 'Romance']","['Universal Pictures', 'MRC', 'Gambit Pictures']",['United States of America'],['Tiếng Anh'],,
44943,Battle: Los Angeles,Battle: Los Angeles,en,"Khi các UFO ở xa trở thành mối đe dọa đáng sợ tấn công Trái đất, một trung sĩ thủy quân lục chiến và nhóm của anh ta tự mình đối mặt với kẻ thù và bảo vệ những gì còn lại của hành tinh.",211800000.0,70000000.0,116,2011-03-08,5.8,3277,"['Science Fiction', 'Action']","['Columbia Pictures', 'Relativity Media', 'Original Film']",['United States of America'],"['Tiếng Anh', 'Tiếng Ukraina']",,
267328,The Himalayas,The Himalayas,en,"Là dãy núi cao nhất thế giới, dãy Himalaya trải dài hàng ngàn dặm và chứa đựng một hệ sinh thái đặc biệt đa dạng. Các khu rừng lá kim và cận nhiệt đới, vùng đất ngập nước và đồng cỏ trên núi cũng là một phần của thế giới này cũng như những đỉnh núi băng giá khắc nghiệt sừng sững phía trên. Từ Himalaya trong tiếng Phạn có nghĩa là nơi ở của tuyết, phù hợp để chỉ vùng đất có khối băng không phân cực lớn nhất thế giới. Mạng lưới băng hà rộng lớn cung cấp nước cho các con sông lớn ở châu Á bao gồm sông Hằng, sông Ấn và Brahmaputra. Hơn một tỷ người dựa vào nguồn nước được cung cấp từ sông băng này để làm nước uống và nông nghiệp. Dãy Himalaya không chỉ có vẻ đẹp tự nhiên rộng lớn đáng chú ý. Chúng cũng rất quan trọng cho sự sống còn của chúng ta.",0.0,0.0,53,2011-03-13,8.0,2,"['Documentary', 'TV Movie']",['Rubin Tarrant Productions'],['United States of America'],['Tiếng Anh'],,
481551,Năm Sau Con Lại Về,Năm Sau Con Lại Về,vi,,1180869.0,0.0,0,2014-01-18,6.5,55,['Comedy'],['Saigon Movies Media'],['Vietnam'],['Tiếng Việt'],Tran Ngoc Giau,"['Quy Binh', 'Le Khanh', 'Viet Anh', 'Thanh Thuy', 'Hoai Linh', 'Chi Tai', 'Nhat Cuong', 'Ngoc Giau']"
50359,Hop,Hop,en,"E.B., cậu con trai tuổi teen của Thỏ Phục sinh, đến Hollywood với quyết tâm trở thành tay trống trong ban nhạc rock 'n' roll. Ở L.A., anh ấy được Fred thu nhận sau khi kẻ lười biếng thất nghiệp tấn công E.B. với chiếc xe của anh ấy.",183953723.0,63000000.0,95,2011-03-30,5.751,1183,"['Animation', 'Comedy', 'Family']","['Universal Pictures', 'Illumination', 'Relativity Media', 'dentsu']","['Japan', 'United States of America']",['Tiếng Anh'],,
46195,Rio,Rio,en,"Bị bọn buôn lậu bắt khi mới nở, chú vẹt tên Blu chưa bao giờ học bay và sống một cuộc sống thuần hóa hạnh phúc ở Minnesota cùng với người bạn của mình, Linda. Blu được cho là người cuối cùng của đồng loại, nhưng khi có tin Jewel, một phụ nữ đơn độc, sống ở Rio de Janeiro, Blu và Linda đã đến gặp cô ấy. Những kẻ buôn lậu động vật bắt cóc Blu và Jewel, nhưng cả hai sớm trốn thoát và bắt đầu cuộc phiêu lưu nguy hiểm để tìm lại tự do – và Linda.",484600000.0,90000000.0,96,2011-04-03,6.7,6405,"['Animation', 'Adventure', 'Comedy', 'Family']","['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",['United States of America'],"['Tiếng Anh', 'Tiếng Bồ Đào Nha']",,
50456,Hanna,Hanna,en,"Được nuôi dưỡng bởi cha cô, một cựu đặc vụ CIA, ở vùng hoang dã Phần Lan, quá trình nuôi dạy của Hanna đã hướng đến việc biến cô thành sát thủ hoàn hảo. Được cha cô gửi đến thế giới trong một nhiệm vụ, Hanna hành trình khắp châu Âu, trốn tránh các đặc vụ do một đặc vụ tình báo tàn nhẫn phái đến truy lùng cô. Khi đến gần mục tiêu cuối cùng, Hanna phải đối mặt với những tiết lộ đáng kinh ngạc về sự tồn tại của cô.",63782078.0,30000000.0,111,2011-04-07,6.586,3235,"['Action', 'Thriller', 'Adventure']","['Focus Features', 'Neunte Babelsberg Film', 'Holleran Company', 'Sechzehnte Babelsberg Film']","['Germany', 'United Kingdom', 'United States of America']","['Tiếng Anh', 'Tiếng Pháp', 'Tiếng Đức', 'Tiếng Ý', 'Tiếng Ả Rập', 'Tiếng Tây Ban Nha']",,
51497,Fast Five,Fast Five,en,"Cựu cảnh sát Brian O'Conner hợp tác với cựu tù nhân Dom Toretto ở phe đối lập với luật pháp. Kể từ khi Brian và Mia Toretto giải thoát Dom khỏi nơi giam giữ, họ đã vượt qua nhiều biên giới để trốn tránh chính quyền. Bây giờ bị dồn vào chân tường ở Rio de Janeiro, họ phải thực hiện một công việc cuối cùng để có được tự do.",626100000.0,125000000.0,130,2011-04-20,7.247,7844,"['Action', 'Thriller', 'Crime']","['Original Film', 'Universal Pictures', 'One Race']",['United States of America'],"['Tiếng Anh', 'Tiếng Tây Ban Nha', 'Tiếng Bồ Đào Nha', 'Tiếng Ý']",,
10195,Thor,Thor,en,"Chống lại ý muốn của cha mình Odin, The Mighty Thor - một vị thần chiến binh mạnh mẽ nhưng kiêu ngạo - đã liều lĩnh khơi dậy một cuộc chiến cổ xưa. Thor bị ném xuống Trái đất và buộc phải sống giữa loài người như một hình phạt. Khi ở đây, Thor học được những điều cần thiết để trở thành một anh hùng thực sự khi kẻ phản diện nguy hiểm nhất thế giới của anh cử lực lượng đen tối nhất của Asgard xâm chiếm Trái đất.",449326618.0,150000000.0,115,2011-04-21,6.8,20493,"['Adventure', 'Fantasy', 'Action']","['Marvel Studios', 'Marvel Entertainment']",['United States of America'],['Tiếng Anh'],,
70530,A Chinese Fairy Tale,倩女幽魂,cn,"Quan chức chính phủ Ling Choi Sin hành trình đến Làng Núi Đen khô cằn để giúp người dân tìm nước. Khi dẫn đầu một nhóm tình nguyện viên lên ngọn núi bị ma ám, anh gặp một nhóm yêu quái gợi cảm cũng như một cô gái đáng yêu tên Siu Sin. Sau khi tán tỉnh cô bằng một ít kẹo, anh phải lòng cô... và rồi nhận ra rằng mình đang bị vướng vào một tam giác chết chóc; một chàng trai khác, thợ săn quỷ tên Yan Chek Ha cũng yêu Siu Sin. Tuy nhiên, trước khi hai người đàn ông có thể giải quyết những khác biệt của mình, họ phải đối đầu với Quỷ cây độc ác cũng như một thợ săn quỷ một tay, người quyết tâm tiêu diệt tất cả các sinh vật siêu nhiên.",0.0,0.0,100,2011-04-21,5.5,45,"['Fantasy', 'Action', 'Adventure', 'Mystery']",['Golden Sun Films'],"['Hong Kong', 'China']","['Tiếng Trung', 'Hong Kong']",,
462252,Lô Tô,Lô Tô,vi,"“Lotto” là câu chuyện xoay quanh cuộc đời của Lê Liễu – “trái đào” chính của làng lô tô Phú Hòa. Lê Liễu vốn là một người tên Nam. Con đực lớn lên và phải kết hôn như những người đàn ông khác. Cho đến một ngày Nam quyết định rời xa gia đình để đi theo sự thôi thúc trong tâm trí, anh đến với nhóm bingo để sống với con người thật của mình và với khát vọng của mình dù cuộc sống bộn bề, cô đơn, loạng choạng như đầu máy hát đây đó. ..",1180869.0,393623.0,90,2017-03-31,6.9,74,"['Family', 'Comedy']",[],['Vietnam'],['Tiếng Việt'],Huynh Tuan Anh,"['Nam Em' ,'Trinh Xuan Nhan', 'Hai Trieu' ,'Nguyen Trung Dan', 'Phuong Thanh' ,'Binh Minh', 'Long Nhat', 'Quang Trung', 'Lap Huynh']"
49022,Something Borrowed,Something Borrowed,en,"Mặc dù Rachel là một luật sư thành đạt và một người bạn trung thành, hào phóng nhưng cô vẫn độc thân. Sau một lần uống quá nhiều trong lễ kỷ niệm sinh nhật lần thứ 30 của mình, Rachel bất ngờ lên giường với người cô yêu lâu năm, Dex – người tình cờ đính hôn với người bạn thân nhất của cô, Darcy. Sự phân nhánh của mối liên lạc có nguy cơ phá hủy tình bạn trọn đời của những người phụ nữ, trong khi Ethan, bạn tâm giao của Rachel, che giấu một bí mật có khả năng bùng nổ của riêng anh ta.",65090821.0,35000000.0,112,2011-05-05,6.2,995,"['Comedy', 'Drama', 'Romance']","['Wild Ocean Films', 'Alcon Entertainment', '2S Films', 'Warner Bros. Pictures', 'Summit Entertainment']",['United States of America'],['Tiếng Anh'],,
362071,Jackpot,Trúng số,vi,"Lấy cảm hứng từ một câu chuyện có thật, Jackpot (Trúng Số) là một bộ phim hài cảm động.",1141283.0,0.0,92,2015-02-13,6.5,120,['Comedy'],[],['Vietnam'],['Tiếng Việt'],Dustin Nguyen,"['Jayvee Mai The Hiep', 'Ninh Duong Lan Ngoc', 'Dustin Nguyen']"
1865,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,en,"Thuyền trưởng Jack Sparrow tình cờ gặp một người phụ nữ trong quá khứ và anh không chắc đó có phải là tình yêu hay không hay cô ấy là một kẻ lừa đảo tàn nhẫn đang lợi dụng anh để tìm ra Suối nguồn tươi trẻ huyền thoại. Khi cô buộc anh lên tàu Queen Anne's Revenge, con tàu của tên cướp biển Râu Đen đáng gờm, Jack thấy mình đang tham gia vào một cuộc phiêu lưu bất ngờ mà anh không biết phải sợ ai hơn: Râu Đen hay người phụ nữ trong quá khứ của anh.",1045700000.0,379000000.0,137,2011-05-15,6.547,13510,"['Adventure', 'Action', 'Fantasy']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Moving Picture Company']","['United Kingdom', 'United States of America']","['Tiếng Anh', 'Tiếng Tây Ban Nha']",,
52449,Bad Teacher,Bad Teacher,en,"Một giáo viên cấp hai lười biếng, kém năng lực, ghét công việc của mình và các học sinh của cô buộc phải quay lại công việc của mình để kiếm đủ tiền đi làm ngực sau khi bị vị hôn phu giàu có bỏ rơi cô.",216200000.0,20000000.0,92,2011-05-16,5.594,4521,['Comedy'],"['Columbia Pictures', 'Mosaic Media Group']",['United States of America'],['Tiếng Anh'],,
49444,Kung Fu Panda 2,Kung Fu Panda 2,en,"Po hiện đang sống trong giấc mơ của mình với tư cách là Chiến binh Rồng, bảo vệ Thung lũng Hòa bình cùng với bạn bè và các bậc thầy kung fu đồng môn, The Furious Five - Tigress, Crane, Mantis, Viper và Monkey. Nhưng cuộc sống mới tuyệt vời của Po đang bị đe dọa bởi sự xuất hiện của một nhân vật phản diện đáng gờm, kẻ có kế hoạch sử dụng một loại vũ khí bí mật, không thể ngăn cản để chinh phục Trung Quốc và tiêu diệt kung fu. Po và The Furious Five phải hành trình khắp Trung Quốc để đối mặt với mối đe dọa này và đánh bại nó. Nhưng làm sao Po có thể ngăn chặn được thứ vũ khí có thể ngăn chặn được kung fu? Anh ta phải nhìn về quá khứ của mình và khám phá những bí mật về nguồn gốc bí ẩn của mình; chỉ khi đó anh ta mới có thể phát huy được sức mạnh cần thiết để thành công.",665700000.0,150000000.0,91,2011-05-25,7.004,6727,"['Animation', 'Family', 'Comedy']",['DreamWorks Animation'],['United States of America'],['Tiếng Anh'],,
49538,X-Men: First Class,X-Men: First Class,en,"Trước khi Charles Xavier và Erik Lensherr lấy tên Giáo sư X và Magneto, họ là hai chàng trai trẻ lần đầu tiên khám phá ra sức mạnh của mình. Trước khi trở thành kẻ thù không đội trời chung, họ là những người bạn thân nhất, cùng hợp tác với những dị nhân khác (một số quen thuộc, một số mới), để ngăn chặn mối đe dọa lớn nhất mà thế giới từng biết.",353624124.0,160000000.0,132,2011-06-01,7.299,12293,"['Action', 'Science Fiction', 'Adventure']","[""The Donners' Company"", 'Bad Hat Harry Productions', '20th Century Fox', 'Marvel Entertainment']",['United States of America'],"['Tiếng Đức', 'Tiếng Anh', 'Tiếng Tây Ban Nha', 'Tiếng Pháp', 'Tiếng Nga']",,
37686,Super 8,Super 8,en,"Vào năm 1979 ở Ohio, một số thanh niên đang làm một bộ phim về zombie bằng máy quay Super-8. Trong quá trình quay phim, những người bạn chứng kiến ​​một vụ trật bánh kinh hoàng và may mắn thoát chết. Họ sớm phát hiện ra rằng thảm họa không phải là ngẫu nhiên, vì một loạt sự kiện và vụ mất tích không thể giải thích được sẽ sớm xảy ra sau đó. Phó Jackson Lamb, cha của một trong những đứa trẻ, tìm kiếm sự thật kinh hoàng đằng sau vụ tai nạn.",260100000.0,50000000.0,112,2011-06-08,6.764,6358,"['Thriller', 'Science Fiction', 'Mystery']","['Paramount', 'Amblin Entertainment', 'Bad Robot']",['United States of America'],['Tiếng Anh'],,
49013,Cars 2,Cars 2,en,Ngôi sao đua xe Lightning McQueen và bạn thân Mater tiến ra nước ngoài để tranh tài trong cuộc đua World Grand Prix. Nhưng con đường đến với chức vô địch trở nên chông gai khi Mater bị cuốn vào một cuộc phiêu lưu hấp dẫn của riêng mình: hoạt động gián điệp quốc tế.,559852396.0,200000000.0,106,2011-06-11,6.105,7410,"['Animation', 'Family', 'Adventure', 'Comedy']","['Pixar', 'Walt Disney Pictures']",['United States of America'],"['Tiếng Anh', 'Tiếng Pháp', 'Tiếng Đức', 'Tiếng Ý', 'Tiếng Nhật']",,
58224,Mr. Popper's Penguins,Mr. Popper's Penguins,en,"Jim Carrey đóng vai Tom Popper, một doanh nhân thành đạt nhưng không biết gì về những điều thực sự quan trọng trong cuộc sống... cho đến khi anh thừa hưởng sáu chú chim cánh cụt “đáng yêu”, mỗi chú có một tính cách riêng. Chẳng bao lâu, những người bạn cùng phòng hay cãi vã của Tom đã biến căn hộ sang trọng ở New York của anh thành xứ sở thần tiên mùa đông đầy tuyết — và phần còn lại của thế giới của anh bị đảo lộn.",187361754.0,55000000.0,94,2011-06-17,5.9,2800,"['Comedy', 'Family']","['Davis Entertainment', 'Dune Entertainment III', 'Dune Entertainment', '20th Century Fox']",['United States of America'],['Tiếng Anh'],,
59861,Larry Crowne,Larry Crowne,en,"Khi đột nhiên thấy mình không còn công việc lao động chân tay lâu năm, Larry Crowne đăng ký vào trường đại học địa phương để bắt đầu lại. Ở đó, anh trở thành một phần của một cộng đồng sinh viên đa dạng và nảy sinh tình cảm với giáo viên của mình.",75055070.0,30000000.0,98,2011-06-30,6.0,1244,"['Comedy', 'Romance', 'Drama']","['Universal Pictures', 'Vendôme Pictures', 'Playtone', 'Summit Entertainment', 'StudioCanal']","['France', 'United States of America']",['Tiếng Anh'],,
59860,Monte Carlo,Monte Carlo,en,Ba cô gái trẻ đi nghỉ ở Paris bị đưa tới Monte Carlo sau khi một trong hai cô gái bị nhầm là nữ thừa kế người Anh.,39800000.0,20000000.0,109,2011-07-01,6.557,2042,"['Adventure', 'Comedy', 'Romance']","['Blossom Films', 'Fox 2000 Pictures', 'Regency Enterprises', 'Di Novi Pictures', 'Dune Entertainment', 'Dune Entertainment III']","['Hungary', 'United States of America']",['Tiếng Anh'],,
38317,Zookeeper,Zookeeper,en,"Griffin Keyes tốt bụng là một trong những người chăm sóc được yêu thích nhất tại Vườn thú Công viên Franklin, nhưng vì anh ấy cảm thấy thoải mái với các loài động vật hơn là với những con cái cùng loài nên đời sống tình cảm của anh ấy rất thiếu thốn. Khi Griffin quyết định rằng cách duy nhất để có bạn gái là tìm một sự nghiệp hấp dẫn hơn, các loài động vật hoảng sợ. Để giữ anh ta không rời đi, họ tiết lộ khả năng nói chuyện bí mật của mình và đề nghị dạy anh ta các quy tắc tán tỉnh, kiểu động vật.",169900000.0,80000000.0,102,2011-07-06,5.4,1573,"['Comedy', 'Romance', 'Family']","['Broken Road Productions', 'Zookeeper Productions', 'Hey Eddie', 'Happy Madison Productions', 'Metro-Goldwyn-Mayer', 'Columbia Pictures']",['United States of America'],['Tiếng Anh'],,
173931,Legend of Kung Fu Rabbit,兔侠传奇,zh,"Để giữ lời hứa với một bậc thầy kung fu già, Fu the Rabbit phải mạo hiểm ra khỏi căn bếp thoải mái của mình và hợp tác với Penny, một thần đồng kung fu, trong một nhiệm vụ anh hùng để cứu học viện kung fu của họ.",3699225.0,19000000.0,89,2011-07-11,3.5,10,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['Simka Entertainment', 'Beijing Film Academy', 'CCBAD', 'Grindstone Entertainment Group', 'Tianjin Film Studio', 'Tianjin North Film Group']",['China'],"['Tiếng Anh', 'Tiếng Trung', 'Tiếng Đức', 'Tiếng Nga']",,
12445,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,en,"Harry, Ron và Hermione tiếp tục hành trình tiêu diệt Voldemort độc ác một lần và mãi mãi. Ngay khi mọi thứ bắt đầu trở nên vô vọng đối với các pháp sư trẻ, Harry phát hiện ra bộ ba vật thể ma thuật mang lại cho anh sức mạnh sánh ngang với những kỹ năng đáng gờm của Voldemort.",1341511219.0,125000000.0,130,2011-07-12,8.099,19823,"['Fantasy', 'Adventure']","['Warner Bros. Pictures', 'Heyday Films']","['United Kingdom', 'United States of America']",['Tiếng Anh'],,
1771,Captain America: The First Avenger,Captain America: The First Avenger,en,"Trong Thế chiến thứ hai, Steve Rogers là một người đàn ông ốm yếu đến từ Brooklyn, người đã biến thành siêu chiến binh Captain America để hỗ trợ nỗ lực chiến tranh. Rogers phải ngăn chặn Red Skull – kẻ đứng đầu vũ khí tàn nhẫn của Adolf Hitler và là thủ lĩnh của một tổ chức có ý định sử dụng một thiết bị bí ẩn có sức mạnh vô song để thống trị thế giới.",370569774.0,140000000.0,124,2011-07-22,6.999,20792,"['Action', 'Adventure', 'Science Fiction']","['Marvel Studios', 'Marvel Entertainment']",['United States of America'],"['Tiếng Pháp', 'Tiếng Na Uy', 'Tiếng Anh']",,
451262,Between Two Worlds,Giữa hai thế giới,en,"Giữa Hai Thế Giới là một bộ phim tâm lý kinh dị của Việt Nam năm 2011 kể về một phụ nữ trẻ đẹp tự tử vì trầm cảm. May mắn thay, cô không chết và kết hôn với một người đàn ông giàu có, khiến cô hy vọng cuộc sống sẽ tốt đẹp hơn. Bộ phim khiến toàn bộ kịch bản tình cờ giống như một quá trình bình thường có thể xảy ra với bất kỳ ai. Xấu hổ làm sao. Sống lớn, cô bắt đầu gặp phải những trường hợp huyền bí trong ngôi nhà mới của mình mà bằng cách nào đó có mối liên hệ kỳ lạ với chồng cô. Cá là cô ấy không mong đợi điều đó.",0.0,0.0,90,2011-07-22,0.0,0,"['Thriller', 'Horror']",[],['Vietnam'],['Tiếng Việt'],,"['Dinh Ngoc Diep', 'Dustin Nguyen', 'Pham Thanh Tam']"
62835,Colombiana,Colombiana,en,"Sau khi chứng kiến ​​cha mẹ mình bị sát hại khi còn nhỏ ở Bogota, Cataleya Restrepo lớn lên trở thành một sát thủ lạnh lùng. Ban ngày, cô làm việc cho chú mình với tư cách là một sát thủ, nhưng thời gian cá nhân của cô lại dành cho việc tham gia vào các vụ giết người cảnh giác mà cô hy vọng sẽ dẫn cô đến mục tiêu cuối cùng: tên cướp chịu trách nhiệm cho cái chết của cha mẹ cô.",71508440.0,40000000.0,108,2011-07-27,6.6,2463,"['Action', 'Thriller', 'Crime', 'Drama']","['A.J.O.Z. Films', 'EuropaCorp', 'Grive Productions', 'CinéCinéma', 'Canal+', 'TF1 Films Production']",['France'],"['Tiếng Anh', 'Tiếng Tây Ban Nha']",,
41513,The Smurfs,The Smurfs,en,"Khi phù thủy độc ác Gargamel đuổi những chú Xì Trum nhỏ bé màu xanh ra khỏi ngôi làng của chúng, chúng rơi khỏi thế giới phép thuật của chúng và rơi vào thế giới của chúng ta -- thực tế là ngay giữa Công viên Trung tâm. Chỉ cao ba quả táo và bị mắc kẹt trong Big Apple, các Xì Trum phải tìm cách quay trở lại làng của mình trước khi Gargamel truy lùng họ.",563749323.0,110000000.0,103,2011-07-29,5.8,3605,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']","['Columbia Pictures', 'Sony Pictures Animation', 'Kerner Entertainment Company']",['United States of America'],['Tiếng Anh'],,
61791,Rise of the Planet of the Apes,Rise of the Planet of the Apes,en,"Một con tinh tinh rất thông minh tên Caesar đã sống một cuộc sống yên bình ở ngoại ô kể từ khi nó được sinh ra. Nhưng khi bị đưa đến một cơ sở linh trưởng tàn ác, Caesar quyết định nổi dậy chống lại những kẻ đã làm hại mình.",482900000.0,93000000.0,105,2011-08-03,7.299,11153,"['Thriller', 'Action', 'Drama', 'Science Fiction']","['Dune Entertainment', 'Chernin Entertainment', 'Ingenious Media', 'Big Screen Productions', '20th Century Fox']","['United Kingdom', 'United States of America']",['Tiếng Anh'],,
50014,The Help,The Help,en,"Aibileen Clark là một người giúp việc trung niên người Mỹ gốc Phi đã dành cả đời để nuôi dạy những đứa trẻ da trắng và gần đây đã mất đi đứa con trai duy nhất; Minny Jackson là một người giúp việc người Mỹ gốc Phi, người thường xuyên xúc phạm người chủ của mình bất chấp việc gia đình cô đang gặp khó khăn về tiền bạc và nhu cầu việc làm rất cần thiết; và Eugenia ""Skeeter"" Phelan là một phụ nữ da trắng trẻ vừa chuyển về nhà sau khi tốt nghiệp đại học để phát hiện ra người giúp việc thời thơ ấu của mình đã biến mất một cách bí ẩn. Ba câu chuyện này đan xen vào nhau để giải thích cuộc sống ở Jackson, Mississippi xoay quanh ""sự giúp đỡ"" như thế nào; tuy nhiên họ luôn bị giữ ở một khoảng cách nhất định vì chủng tộc.",216600000.0,25000000.0,146,2011-08-09,8.202,7816,['Drama'],"['DreamWorks Pictures', 'Reliance Entertainment', 'Participant', 'Imagenation Abu Dhabi FZ', '1492 Pictures', 'Harbinger Pictures', 'Touchstone Pictures']","['India', 'United Arab Emirates', 'United States of America']",['Tiếng Anh'],,
79224,War of the Arrows,최종병기 활,ko,"Sau cái chết của cha, hai anh em được người bạn thân nhất của cha nuôi dưỡng. Tuy nhiên, khi một người bị bắt cóc ngay trước đám cưới của cô, người còn lại đứng lên chống lại người Mãn Châu.",49000000.0,8000000.0,122,2011-08-10,7.2,239,"['Drama', 'Action', 'History']","['Lotte Entertainment', 'Dasepo Club', 'DCG Plus', 'Sovik Venture Capital']","['South Korea', 'United States of America']",['Tiếng Hàn'],,
58151,Fright Night,Fright Night,en,"Một thiếu niên nghi ngờ người hàng xóm mới của mình là ma cà rồng. Không thể thuyết phục được ai, anh cố gắng tranh thủ sự giúp đỡ của một thợ săn ma cà rồng và pháp sư tự xưng.",41002607.0,30000000.0,106,2011-08-18,6.211,1849,"['Horror', 'Comedy']","['Gaeta / Rosenzweig Films', 'DreamWorks Pictures', 'Michael De Luca Productions', 'Reliance Entertainment']","['India', 'United States of America']",['Tiếng Anh'],,
604597,The Perfect Wedding,Vu Quy Đại Náo,vi,"Vũ Quý Đại Náo kể về đôi bạn thân Trang, Hiền và Hoàng là những người trẻ tự do yêu đương, coi là “ngu đần” nhưng lại phải đối mặt với áp lực hôn nhân từ gia đình. Quyết cùng nhau bỏ trốn; Hết tiền, cả ba đi thuê đám cưới. Dưới ống kính của đạo diễn Lê Thiện Viễn, văn hóa sông nước và đặc biệt là văn hóa cưới hỏi của các tỉnh miền Tây thể hiện tình cảm và sự giản dị, đây là một điểm cộng rất lớn của bộ phim.",1134146.0,0.0,110,2019-02-22,5.8,63,[],[],['Vietnam'],['Tiếng Việt'],Le Thien Vien,"['Tiet Cuong', 'Lam Vinh Hai', 'Vinh Anh Ho']"
78022,My Kingdom,大武生,zh,"Vào thế kỷ 19, Nhiếp chính vương nhà Thanh ra lệnh hành quyết hàng loạt toàn bộ gia tộc Mạnh. Trước khi chặt đầu, thủ lĩnh thề rằng gia đình anh sẽ trả thù cho sự phản bội công lý này. Trong lúc chờ đợi cái chết, cậu bé Mạnh năm tuổi tên Erkui đã dũng cảm hát một bản aria. Sức mạnh và sự thuần khiết trong giọng hát của anh đã chạm đến ngôi sao opera Master Yu và cậu học trò bảy tuổi Guan Yilong. Sư phụ Yu giải cứu cậu bé và hai đứa trẻ mồ côi trở thành anh em. Nhiều năm sau, Master Yu giành được tấm bảng vàng ""Chiến binh mạnh nhất"" từ tay Nhiếp chính vương, nhưng sau đó lại đánh mất nó trong trận đấu tay đôi với đối thủ không đội trời chung là Master Yue. Bị trục xuất khỏi sân khấu vì mất mát, Sư phụ Yu dành thời gian huấn luyện hai anh em trong làng. Khi các chàng trai lớn lên, họ lên đường tới Thượng Hải để trả thù. Khi đến Thượng Hải, họ nhanh chóng đánh bại Master Yue, không chỉ giành lại tấm bảng mà còn chiếm lấy đoàn kịch của Yue.",5850000.0,0.0,95,2011-09-08,4.7,7,"['Drama', 'Action', 'Romance']","['China Film Group Corporation', 'Celestial Pictures', 'China Film Group', 'SMG Pictures']",['China'],"['Tiếng Trung', 'Hong Kong']",,
58233,Johnny Tiếng Anh Reborn,Johnny Tiếng Anh Reborn,en,"Các nguyên thủ quốc gia nổi bật nhất trên thế giới bắt đầu tụ tập để tham dự một hội nghị có thể có tác động lớn đến chính trị toàn cầu. Khi MI-7 nhận được tin Thủ tướng Trung Quốc đã trở thành mục tiêu của một số sát thủ quyền lực, Johnny Tiếng Anh phải ra tay giải cứu. Được trang bị vũ khí và thiết bị công nghệ cao mới nhất có thể khiến ngay cả James Bond phải ghen tị, đặc vụ từng bị ô nhục phát hiện ra bằng chứng về một âm mưu lớn liên quan đến một số tổ chức quyền lực nhất thế giới và thề sẽ chuộc lại danh tiếng đã bị hoen ố của mình bằng cách ngăn chặn những kẻ giết người trước đó. họ có thể tấn công.",160100000.0,45000000.0,101,2011-09-15,6.225,3142,"['Crime', 'Action', 'Comedy']","['Working Title Films', 'Working Title Films']","['United Kingdom', 'United States of America']","['Tiếng Đức', 'Hong Kong', 'Tiếng Anh', 'Tiếng Trung', 'Tiếng Nga']",,
70868,I Don't Know How She Does It,I Don't Know How She Does It,en,"Một bộ phim hài xoay quanh cuộc đời của Kate Reddy, một giám đốc tài chính, người trụ cột nuôi sống chồng và hai đứa con của cô.",31410151.0,24000000.0,89,2011-09-16,5.2,373,"['Romance', 'Comedy']",['The Weinstein Company'],['United States of America'],['Tiếng Anh'],,
59965,Abduction,Abduction,en,"Trong nhiều năm, Nathan Harper luôn có cảm giác khó chịu rằng cuộc sống cùng gia đình anh không hoàn toàn như mong đợi. Khi anh tiến gần hơn đến việc khám phá ra sự thật, anh bị bọn sát thủ săn lùng, buộc anh phải chạy trốn cùng người hàng xóm, Karen, người duy nhất anh có thể tin tưởng.",82087155.0,35000000.0,106,2011-09-22,5.9,2798,"['Thriller', 'Action', 'Mystery']","['Vertigo Entertainment', 'The Gotham Group', 'Quick Six Entertainment', 'Lionsgate']",['United States of America'],['Tiếng Anh'],,
45610,Machine Gun Preacher,Machine Gun Preacher,en,"Câu chuyện có thật về Sam Childers, một cựu tay đua xe đạp buôn bán ma túy, người đã tìm thấy Chúa và trở thành chiến binh thập tự chinh cho hàng trăm trẻ em Sudan bị bắt cóc và buộc phải làm lính.",2527904.0,30000000.0,129,2011-09-23,6.728,991,"['Action', 'Thriller', 'Crime']","['Virgin Produced', 'Relativity Media', 'Mpower Pictures', 'Apparatus Productions', 'GG Filmz', '1984 Private Defense Contractors', 'ITS Capital', 'Merlina Entertainment', 'MGP Productions', 'Moonlighting Films', 'Safady Entertainment']",['United States of America'],"['Tiếng Ả Rập', 'Tiếng Anh']",,
